ID,answer
BC_A_J_20231101,1933.6431499999999
BC_A_S_20231102,2042.1851000000001
BC_D_S_20231103,1988.38875
BC_D_S_20231104,1874.4736750000002
BC_E_J_20231105,1910.99395
BC_A_S_20231106,1967.68055
BC_A_J_20231107,1804.854925
BC_D_J_20231108,1935.6142499999999
BC_E_J_20231109,1997.328775
BC_D_J_20231110,1914.21575
BC_D_S_20231111,1874.48155
BC_E_J_20231112,1911.0015250000001
BC_A_J_20231113,1878.8322749999998
BC_E_J_20231114,1881.4451999999999
BC_D_J_20231115,1935.828625
BC_E_S_20231116,2065.958975
BC_F_J_20231117,2073.968425
BC_E_J_20231118,1848.78075
BC_C_S_20231119,2034.989575
BC_E_J_20231120,1937.2344750000002
BC_D_S_20231121,1907.1003
BC_A_J_20231122,1933.91205
BC_A_J_20231123,1954.826725
BC_F_J_20231124,2033.1381
BC_A_J_20231125,1764.321075
BC_D_S_20231126,1936.689075
BC_D_J_20231127,1888.75985
BC_D_S_20231128,1906.499125
BC_E_S_20231129,2048.939575
BC_D_S_20231130,2025.4216500000002
BC_F_J_20231201,1994.78155
BC_D_J_20231202,1796.6843000000001
BC_D_J_20231203,1862.371375
BC_A_S_20231204,1968.3462000000002
BC_E_S_20231205,1955.63045
BC_A_J_20231206,1925.9173000000003
BC_C_S_20231207,2144.252225
BC_C_S_20231208,2098.524925
BC_A_J_20231209,1754.567525
BC_C_S_20231210,2036.236775
BC_D_S_20231211,1965.671525
BC_A_J_20231212,1806.8123
BC_E_S_20231213,2050.5380250000003
BC_E_J_20231214,1998.2740749999998
BC_C_S_20231215,2098.4096
BC_E_S_20231216,1921.203075
BC_D_J_20231217,1856.351525
BC_D_J_20231218,1881.26815
BC_D_J_20231219,1821.5557
BC_E_S_20231220,2041.7359000000001
BC_A_S_20231221,2001.979225
BC_A_J_20231222,1891.3277
BC_F_J_20231223,1806.4706
BC_F_J_20231224,1864.8434249999998
BC_E_J_20231225,1937.8384
BC_E_J_20231226,1861.528525
BC_D_S_20231227,2000.759275
BC_A_J_20231228,1938.346875
BC_E_J_20231229,1944.13175
BC_C_S_20231230,1959.5834499999999
BC_D_J_20231231,1855.648475
