ID,answer
CR_A_J_20231101,2253.83815
CR_D_S_20231102,2272.8777999999998
CR_E_S_20231103,2270.67695
CR_E_S_20231104,2263.965925
CR_A_J_20231105,2252.7413500000002
CR_B_J_20231106,2211.392625
CR_D_S_20231107,2266.2596249999997
CR_A_J_20231108,2254.27805
CR_D_J_20231109,2216.7136
CR_A_J_20231110,2253.8928499999997
CR_B_J_20231111,2206.299075
CR_E_S_20231112,2268.09735
CR_E_S_20231113,2269.6601
CR_E_J_20231114,2211.8532999999998
CR_E_S_20231115,2271.334
CR_D_S_20231116,2272.9163
CR_B_J_20231117,2212.28555
CR_D_J_20231118,2209.85615
CR_D_S_20231119,2268.415
CR_A_J_20231120,2253.94315
CR_A_J_20231121,2250.7501
CR_D_J_20231122,2216.366525
CR_E_J_20231123,2216.9337000000005
CR_C_J_20231124,2244.90905
CR_E_S_20231125,2263.971
CR_A_J_20231126,2252.75135
CR_A_J_20231127,2253.888
CR_E_S_20231128,2266.084175
CR_C_J_20231129,2245.3239
CR_D_J_20231130,2216.6571750000003
CR_A_J_20231201,2255.09885
CR_B_J_20231202,2206.581325
CR_C_J_20231203,2243.392925
CR_D_S_20231204,2269.8614
CR_E_S_20231205,2265.926925
CR_A_J_20231206,2255.2345
CR_E_J_20231207,2206.651625
CR_D_J_20231208,2207.750325
CR_E_S_20231209,2263.930975
CR_D_S_20231210,2268.2434000000003
CR_E_S_20231211,2269.522825
CR_E_S_20231212,2265.963675
CR_A_J_20231213,2255.123925
CR_D_J_20231214,2216.7163
CR_D_S_20231215,2271.0600750000003
CR_E_J_20231216,2197.65035
CR_E_S_20231217,2268.088975
CR_A_J_20231218,2253.895025
CR_C_J_20231219,2241.18755
CR_C_J_20231220,2245.394475
CR_C_J_20231221,2245.49085
CR_B_J_20231222,2210.92755
CR_E_S_20231223,2262.900775
CR_D_S_20231224,2266.553275
CR_E_S_20231225,2268.338725
CR_A_J_20231226,2248.116375
CR_D_J_20231227,2204.351075
CR_D_J_20231228,2205.8134250000003
CR_E_J_20231229,2208.482125
CR_B_J_20231230,2201.5672
CR_D_S_20231231,2268.300575
