ID,answer,date
TG_D_J_20231101,3025.8053,2023-11-01
TG_E_J_20231102,2779.291725,2023-11-02
TG_A_S_20231103,4039.746975,2023-11-03
TG_C_S_20231104,3874.023275,2023-11-04
TG_B_J_20231105,3347.74475,2023-11-05
TG_D_S_20231106,3121.0527,2023-11-06
TG_E_J_20231107,2858.9022750000004,2023-11-07
TG_C_J_20231108,3576.1085,2023-11-08
TG_D_J_20231109,3042.596675,2023-11-09
TG_E_J_20231110,2768.277125,2023-11-10
TG_E_S_20231111,2989.5288,2023-11-11
TG_C_J_20231112,3652.335525,2023-11-12
TG_E_S_20231113,2855.987125,2023-11-13
TG_E_S_20231114,2923.2018,2023-11-14
TG_D_S_20231115,3055.5852,2023-11-15
TG_B_S_20231116,3696.395925,2023-11-16
TG_D_S_20231117,3082.466375,2023-11-17
TG_E_J_20231118,2883.814725,2023-11-18
TG_D_J_20231119,3059.6615,2023-11-19
TG_C_J_20231120,3382.6734,2023-11-20
TG_D_J_20231121,3088.293375,2023-11-21
TG_C_S_20231122,3659.300725,2023-11-22
TG_C_J_20231123,3452.788375,2023-11-23
TG_B_S_20231124,3540.943075,2023-11-24
TG_A_S_20231125,4127.8237,2023-11-25
TG_A_J_20231126,3590.0854750000003,2023-11-26
TG_D_S_20231127,3121.1663000000003,2023-11-27
TG_C_J_20231128,3819.005175,2023-11-28
TG_E_S_20231129,2807.277075,2023-11-29
TG_B_J_20231130,3314.828325,2023-11-30
TG_D_J_20231201,3027.410925,2023-12-01
TG_B_J_20231202,3426.5079750000004,2023-12-02
TG_C_J_20231203,3725.055575,2023-12-03
TG_B_J_20231204,3369.553875,2023-12-04
TG_B_S_20231205,3953.095325,2023-12-05
TG_B_J_20231206,3298.603175,2023-12-06
TG_A_J_20231207,3527.405075,2023-12-07
TG_E_J_20231208,2776.088,2023-12-08
TG_E_J_20231209,2942.521775,2023-12-09
TG_D_S_20231210,3140.739075,2023-12-10
TG_E_S_20231211,2855.9661,2023-12-11
TG_D_S_20231212,3318.55115,2023-12-12
TG_D_J_20231213,3023.140675,2023-12-13
TG_E_S_20231214,2920.63915,2023-12-14
TG_D_J_20231215,3022.6165249999995,2023-12-15
TG_E_J_20231216,3114.3187250000005,2023-12-16
TG_A_S_20231217,3626.330475,2023-12-17
TG_D_J_20231218,3077.012725,2023-12-18
TG_E_S_20231219,2883.2407,2023-12-19
TG_D_J_20231220,3043.31455,2023-12-20
TG_D_J_20231221,3024.81685,2023-12-21
TG_C_J_20231222,3666.103525,2023-12-22
TG_A_J_20231223,3666.406225,2023-12-23
TG_D_J_20231224,3081.7208,2023-12-24
TG_C_S_20231225,3430.574125,2023-12-25
TG_E_S_20231226,2938.2906000000003,2023-12-26
TG_B_S_20231227,3869.4263,2023-12-27
TG_B_S_20231228,3825.802225,2023-12-28
TG_D_S_20231229,3108.2359,2023-12-29
TG_C_J_20231230,4057.456575,2023-12-30
TG_D_S_20231231,3219.493225,2023-12-31
